Prix,Prix_Log,Annee,Kilometrage,Usage_Intensity,Marque_Alfa,Marque_Audi,Marque_Autre,Marque_BMW,Marque_Citroën,Marque_Dacia,Marque_Fiat,Marque_Ford,Marque_Hyundai,Marque_Jaguar,Marque_Jeep,Marque_Kia,Marque_Land Rover,Marque_Mercedes-Benz,Marque_Nissan,Marque_Opel,Marque_Peugeot,Marque_Renault,Marque_Seat,Marque_Skoda,Marque_Toyota,Marque_Volkswagen,Marque_Volvo,Ville_Agadir,Ville_Autres,Ville_Casablanca,Ville_Marrakech,Ville_Rabat,Ville_Tanger,Transmission_Automatique,Transmission_Manuelle,Carburant_Diesel,Carburant_Electrifié,Carburant_Essence
299000.0,12.608202196848836,0.5100205267253678,-0.2429726424281744,-0.05740999907569551,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
70000.0,11.156264806643742,0.09562884876102412,-0.18071522367122703,-0.30141920836707314,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
293000.0,12.587931300962664,-0.3187628292033195,-0.04309519950899485,-0.3221125449217004,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
170000.0,12.04355959836804,-0.9403503461498349,0.030337425914824582,-0.49225474413370474,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
135000.0,11.813037464800539,-0.9403503461498349,0.05590032205642717,-0.4630326079109849,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
188000.0,12.144202560946876,-0.11156699022114769,-0.04374890240594279,-0.19619023686016657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
142000.0,11.863589378812122,0.09562884876102412,0.18909384374504037,0.4232881432283184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
160000.0,11.982935344196433,0.5100205267253678,-0.43597064057471124,-0.586909983237985,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
198000.0,12.19602736016897,-0.11156699022114769,-0.04374890240594279,-0.19619023686016657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
135000.0,11.813037464800539,0.09562884876102412,-0.07487761178441649,-0.09401138046940223,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
315000.0,12.660331092405906,-0.11156699022114769,0.39205302889268884,0.5510879665946775,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
225000.0,12.323860125621126,-0.3187628292033195,0.3982787707683836,0.3506276231282193,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
145000.0,11.884495917930655,-0.9403503461498349,0.3982787707683836,-0.0716438696176925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
106000.0,11.571203807011969,-2.5979170580072095,0.908789604575352,-0.2282164455796599,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
115000.0,11.652696102959753,-0.7331545071676632,0.28621541700587827,-0.09622964600841465,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False
210000.0,12.25486757159303,0.9244122046897114,-0.2983194877031006,0.5435440152074192,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
265000.0,12.487488878546145,0.09562884876102412,-0.2741013518066481,-0.4844261153356064,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
249000.0,12.425212191503038,0.9244122046897114,-0.26501799441000945,0.6958179622657035,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
242000.0,12.396697137361691,-0.5259586681854913,0.43024795530007603,0.22557358116974746,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
310000.0,12.644330802262578,1.1316080436718832,-0.560485478088606,-0.31361966883164205,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
175000.0,12.07254696717504,0.9244122046897114,-0.2425990979156327,0.798330297909166,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
175000.0,12.07254696717504,1.1316080436718832,-0.31171728421959566,1.39265132851971,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
159000.0,11.976665770490767,0.30282468774319593,-0.07487761178441649,0.11339644742826886,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
235000.0,12.367345048436391,0.09562884876102412,-0.30523006118512175,-0.5454284176584508,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
25000.0,10.12667110305036,-2.3907212190250378,0.03718574197808879,-0.7990695694218565,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
163000.0,12.001511614739405,0.30282468774319593,-0.13713503054136386,-0.028942257991701397,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
314000.0,12.657151449598695,0.09562884876102412,0.335535744145132,0.7102673742759077,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
167000.0,12.025755079404917,0.09562884876102412,0.21150651449754143,0.46720980090076636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
95000.0,11.461642696843066,-0.5259586681854913,-0.16826373991983753,-0.5954503055631832,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
115000.0,11.652696102959753,0.30282468774319593,-0.10849661791316806,0.036533546501484895,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
149000.0,11.91170829631447,0.7172163657075395,-0.36748747994206915,-0.16416402814067324,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
120000.0,11.695255355062795,-0.3187628292033195,0.21773225637323618,0.07543945931627671,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
255000.0,12.449022745701502,0.09562884876102412,-0.3986161893205428,-0.7284353246269841,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
469000.0,13.058360179622305,0.9244122046897114,-0.6165171549698586,-0.9114422315955174,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
220000.0,12.301387370778713,0.7172163657075395,-0.6028205228433302,-0.9712244878719049,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
419000.0,12.945628585536271,0.5100205267253678,-0.2741013518066481,-0.1428132223276777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
158000.0,11.970356641102999,0.5100205267253678,-0.4608736080774902,-0.6552325618395708,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
40000.0,10.596659732783579,-1.7691337020785223,0.03718574197808879,-0.6979341734655619,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
189900.0,12.15425816271595,1.338803882654055,-0.7092807089177102,-1.32991802553023,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
310000.0,12.644330802262578,0.09562884876102412,-0.24919838430386912,-0.43562427347733096,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
124900.0,11.735276702486741,1.338803882654055,-0.7092807089177102,-1.32991802553023,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
