Prix,Ville,Annee,Kilometrage,Transmission,Carburant,Marque,Modele,Prix_Log
550000.0,Marrakech,2022.0,39000,Automatique,Hybride,Jeep,Wrangler,13.217675375388819
236000.0,Rabat,2019.0,170000,Automatique,Diesel,Hyundai,Tucson,12.371591321286905
169000.0,Casablanca,2014.0,196143,Automatique,Diesel,Audi,A5,12.037659911047468
127000.0,Casablanca,2018.0,170000,Manuelle,Diesel,Peugeot,308,11.751950239425476
265000.0,Casablanca,2014.0,200000,Automatique,Diesel,Mercedes-Benz,Classe C,12.487488878546145
260000.0,Mohammédia,2021.0,180000,Automatique,Diesel,Hyundai,Tucson,12.468440756144114
89900.0,El Jadida,2013.0,345000,Manuelle,Diesel,Fiat,Freemont,11.40646434386837
160000.0,Casablanca,2016.0,99550,Manuelle,Diesel,Ford,Kuga,11.982935344196433
185000.0,Agadir,2021.0,140000,Manuelle,Diesel,Seat,Arona,12.128116509451258
170000.0,Casablanca,2020.0,239382,Automatique,Diesel,Jeep,Renegade,12.04355959836804
52000.0,Laâyoune,2000.0,4500000,Manuelle,Diesel,Audi,A4,10.859018228147887
65000.0,Rabat,2001.0,201085,Automatique,Essence,BMW,Série 3,11.082157933374816
95000.0,Rabat,2015.0,153000,Manuelle,Diesel,Dacia,Logan,11.461642696843066
360000.0,Rabat,2020.0,65500,Automatique,Diesel,Land Rover,Discovery Sport,12.793862088206213
280000.0,Nador,2022.0,100000,Automatique,Hybride,Kia,K5,12.54254845357358
280000.0,Nador,2022.0,100000,Automatique,Hybride,Kia,K5,12.54254845357358
220000.0,Casablanca,2022.0,73775,Automatique,Hybride,Toyota,Corolla,12.301387370778713
77000.0,Marrakech,2005.0,24000,Manuelle,,Volkswagen,Golf 5,11.251573687764477
145000.0,Rabat,2011.0,157000,Automatique,Essence,BMW,Série 5,11.884495917930655
170000.0,Agadir,2023.0,31000,Manuelle,Essence,Nissan,Juke,12.04355959836804
216000.0,Casablanca,2022.0,73442,Automatique,Hybride,Toyota,Corolla,12.283038316285214
407000.0,Casablanca,2023.0,85033,Automatique,Diesel,Audi,A6,12.91657092142417
43000.0,Rabat,2010.0,190000,Manuelle,Essence,Chevrolet,Spark,10.668978650219241
135000.0,Tanger,2017.0,80000,Automatique,Diesel,Fiat,500 L,11.813037464800539
145000.0,Casablanca,2020.0,132451,Automatique,Diesel,Renault,Clio,11.884495917930655
138000.0,Marrakech,2013.0,250000,Manuelle,Diesel,Ford,Focus,11.835016210489899
370000.0,Casablanca,2025.0,14000,Automatique,Diesel,DS,7,12.821260987319457
230000.0,Casablanca,2018.0,129000,Automatique,Diesel,Volkswagen,Tiguan,12.345838935721968
123000.0,Casablanca,2019.0,92000,Manuelle,Diesel,Citroën,C3,11.719947764402807
232000.0,Casablanca,2020.0,104487,Automatique,Diesel,Jaguar,XF,12.354496960983985
195000.0,Casablanca,2022.0,19000,Automatique,Essence,Hyundai,i20,12.180759965737863
211000.0,Casablanca,2016.0,231773,Automatique,Diesel,BMW,Série 4,12.259618151783465
150000.0,Casablanca,2019.0,227560,Automatique,Diesel,Opel,Astra,11.918397239722838
67000.0,Casablanca,2007.0,280000,Manuelle,Diesel,Ford,Fiesta,11.112462823634855
185000.0,Casablanca,2016.0,95292,Automatique,Diesel,Jeep,Cherokee,12.128116509451258
155000.0,Casablanca,2019.0,210500,Automatique,Diesel,Jeep,Grand Cherokee,11.951186847493476
270000.0,Fès,2021.0,300000,Manuelle,Diesel,Volkswagen,Crafter,12.506180941677357
300000.0,Marrakech,2025.0,980000,Automatique,Diesel,BMW,Série 1,12.611541086966115
405000.0,Rabat,2022.0,92000,Automatique,Diesel,Audi,A6,12.91164481522143
290000.0,Agadir,2021.0,70000,Automatique,Diesel,Skoda,Octavia,12.577639650232573
134000.0,Casablanca,2021.0,182000,Manuelle,Diesel,Renault,Clio,11.80560254159177
42000.0,Mohammédia,2004.0,389125,Manuelle,Essence,Kia,Rio,10.645448706505872
220000.0,Casablanca,2020.0,93776,Automatique,Hybride,Toyota,C-HR,12.301387370778713
295000.0,Casablanca,2022.0,67913,Automatique,Diesel,Hyundai,Tucson,12.59473402514672
220000.0,Casablanca,2020.0,87663,Automatique,Hybride,Toyota,C-HR,12.301387370778713
320000.0,Casablanca,2022.0,100988,Automatique,Diesel,Volkswagen,Tiguan,12.676079399771027
235000.0,Casablanca,2019.0,96536,Automatique,Diesel,Nissan,Qashqai,12.367345048436391
121000.0,Casablanca,2017.0,121023,Manuelle,Diesel,Fiat,500 L,11.703554089007538
156000.0,Casablanca,2019.0,79125,Manuelle,Diesel,Renault,Express,11.957617696467539
108000.0,Casablanca,2014.0,287000,Manuelle,Diesel,Toyota,Corolla,11.58989576532275
163000.0,Casablanca,2022.0,50000,Manuelle,Diesel,Citroën,Berlingo,12.001511614739405
225000.0,Casablanca,2022.0,135356,Automatique,Diesel,Dacia,Duster,12.323860125621126
190000.0,Casablanca,2022.0,103232,Automatique,Diesel,Hyundai,Tucson,12.154784614286667
173000.0,Casablanca,2019.0,95977,Manuelle,Diesel,Opel,Crossland,12.06105265381003
160000.0,Casablanca,2023.0,83527,Automatique,Diesel,Hyundai,Accent,11.982935344196433
275000.0,Casablanca,2021.0,112046,Manuelle,Diesel,Volkswagen,Passat,12.524530013005734
150000.0,Casablanca,2021.0,182030,Manuelle,Diesel,Renault,Kangoo,11.918397239722838
177000.0,Casablanca,2020.0,138720,Automatique,Diesel,Renault,Megane,12.083910661257521
156000.0,Casablanca,2023.0,59425,Manuelle,Diesel,Renault,Express,11.957617696467539
126000.0,Casablanca,2019.0,71000,Manuelle,Diesel,Peugeot,208,11.744045122410057
145000.0,Casablanca,2023.0,50125,Manuelle,Diesel,Renault,Express,11.884495917930655
143000.0,Casablanca,2022.0,84041,Automatique,Essence,Dacia,Logan,11.870606902224587
156000.0,Casablanca,2023.0,67000,Manuelle,Diesel,Renault,Express,11.957617696467539
156000.0,Casablanca,2024.0,55000,Manuelle,Diesel,Renault,Express,11.957617696467539
248000.0,Casablanca,2023.0,70950,Automatique,Diesel,Renault,Megane,12.421188057397055
180000.0,Casablanca,2023.0,40000,Automatique,Hybride,Hyundai,Autre,12.100717685412471
220000.0,Casablanca,2022.0,56000,Automatique,Essence,Nissan,Qashqai,12.301387370778713
145000.0,Casablanca,2022.0,59000,Manuelle,Diesel,Renault,Clio,11.884495917930655
245000.0,Casablanca,2023.0,26986,Automatique,Diesel,Renault,Megane,12.409017571151187
162000.0,Casablanca,2025.0,23464,Manuelle,Diesel,Renault,Express,11.995357787034976
162000.0,Casablanca,2024.0,61974,Manuelle,Diesel,Renault,Express,11.995357787034976
158000.0,Casablanca,2023.0,133485,Manuelle,Diesel,Renault,Express,11.970356641102999
162000.0,Casablanca,2024.0,52054,Manuelle,Diesel,Renault,Express,11.995357787034976
162000.0,Casablanca,2024.0,57577,Manuelle,Diesel,Renault,Express,11.995357787034976
125000.0,Casablanca,2022.0,76351,Automatique,Essence,Dacia,Logan,11.736077016252437
140000.0,Casablanca,2023.0,137822,Manuelle,Diesel,Opel,Combo,11.849404844423074
85000.0,Casablanca,2023.0,56122,Manuelle,Essence,Mahindra,KUV 100,11.350418300109132
158000.0,Casablanca,2023.0,58878,Manuelle,Diesel,Renault,Express,11.970356641102999
158000.0,Casablanca,2023.0,67307,Manuelle,Diesel,Renault,Express,11.970356641102999
150000.0,Casablanca,2022.0,79545,Manuelle,Diesel,Renault,Clio,11.918397239722838
150000.0,Casablanca,2021.0,92409,Manuelle,Diesel,Renault,Clio,11.918397239722838
150000.0,Casablanca,2021.0,110073,Manuelle,Diesel,Renault,Clio,11.918397239722838
125000.0,Casablanca,2022.0,62380,Automatique,Essence,Dacia,Logan,11.736077016252437
165000.0,Casablanca,2021.0,54,Manuelle,Diesel,Renault,Megane,12.013706813470414
158000.0,Casablanca,2023.0,94345,Manuelle,Diesel,Renault,Express,11.970356641102999
158000.0,Casablanca,2023.0,69204,Manuelle,Diesel,Renault,Express,11.970356641102999
170000.0,Casablanca,2021.0,95000,Manuelle,Diesel,Fiat,Ducato,12.04355959836804
125000.0,Casablanca,2022.0,62566,Manuelle,Diesel,Fiat,Fiorino,11.736077016252437
245000.0,Casablanca,2023.0,25000,Automatique,Hybride,Renault,Arkana,12.409017571151187
140000.0,Casablanca,2024.0,28753,Automatique,Essence,Dacia,Sandero,11.849404844423074
305000.0,Casablanca,2025.0,7681,Automatique,Hybride,Dacia,Autre,12.628070334272698
81000.0,Casablanca,2013.0,188000,Manuelle,Diesel,Fiat,Freemont,11.302216779257382
130000.0,Tanger,2018.0,200000,Manuelle,Diesel,Peugeot,Landtrek,11.775297421715827
170000.0,Agadir,2021.0,118000,Manuelle,Diesel,Jeep,Compass,12.04355959836804
120000.0,Rabat,2015.0,66000,Automatique,Essence,DS,3,11.695255355062795
125000.0,Marrakech,2015.0,186600,Manuelle,Diesel,Citroën,C4,11.736077016252437
260000.0,Tanger,2021.0,83000,Automatique,Diesel,BMW,Série 1,12.468440756144114
60000.0,Casablanca,2006.0,207000,Manuelle,Essence,Honda,Jazz,11.002116507732017
8500.0,Rabat,2025.0,4000,Automatique,Essence,Honda,Logo,9.04793908261736
410000.0,Rabat,2024.0,53000,Automatique,Diesel,Volkswagen,Tiguan,12.923914877701906
115000.0,Casablanca,2015.0,220000,Automatique,Diesel,Opel,Insignia,11.652696102959753
369000.0,Casablanca,2023.0,46345,Automatique,Diesel,Audi,A4,12.818554633046093
260000.0,Fès,2024.0,72000,Automatique,Diesel,Hyundai,Tucson,12.468440756144114
409000.0,Casablanca,2021.0,99028,Automatique,Diesel,Audi,Q5,12.921472880009725
179000.0,Casablanca,2021.0,86044,Automatique,Hybride,Toyota,Corolla,12.095146671399466
189000.0,Casablanca,2022.0,109754,Automatique,Diesel,Ford,Focus,12.149507585033072
169000.0,Casablanca,2022.0,104584,Automatique,Diesel,Hyundai,Accent,12.037659911047468
198000.0,Casablanca,2019.0,132138,Manuelle,Diesel,Isuzu,TFR Pick-up,12.19602736016897
260000.0,Casablanca,2019.0,130000,Automatique,Diesel,Volvo,XC40,12.468440756144114
95000.0,Beni Mellal,2010.0,208000,Automatique,Essence,Audi,A4,11.461642696843066
163000.0,Rabat,2013.0,188000,Automatique,Diesel,Land Rover,Range Rover Sport,12.001511614739405
260000.0,Rabat,1993.0,141000,Automatique,Essence,Mercedes-Benz,Classe S,12.468440756144114
334000.0,Rabat,2022.0,45000,Automatique,Essence,Ford,Mustang,12.718899265966332
368000.0,Rabat,2018.0,133000,Automatique,Diesel,Porsche,Cayenne,12.81584093453868
420000.0,Rabat,2022.0,70070,Automatique,Essence,Chevrolet,Camaro,12.948012371209098
114000.0,Agadir,2022.0,150600,Manuelle,Essence,Kia,Picanto,11.643962499267984
134000.0,Fès,2015.0,230000,Manuelle,Diesel,Renault,Captur,11.80560254159177
163000.0,Tanger,2024.0,32000,Manuelle,Diesel,Peugeot,208,12.001511614739405
315000.0,Rabat,2023.0,66000,Automatique,Diesel,Peugeot,3008,12.660331092405906
185000.0,Casablanca,2013.0,190000,Automatique,Diesel,Mercedes-Benz,220,12.128116509451258
162000.0,Meknès,2013.0,156000,Manuelle,Diesel,Volkswagen,Tiguan,11.995357787034976
195000.0,Marrakech,2020.0,41000,Automatique,Essence,Nissan,Juke,12.180759965737863
198000.0,Rabat,2019.0,120000,Automatique,Diesel,Peugeot,3008,12.19602736016897
168000.0,Rabat,2022.0,100000,Manuelle,Diesel,Opel,Corsa,12.031725210748633
245000.0,Agadir,2023.0,51000,Automatique,Diesel,Skoda,Octavia,12.409017571151187
495000.0,Rabat,2019.0,59000,Automatique,Essence,Audi,TT,13.112315061750808
248000.0,Marrakech,2019.0,84800,Automatique,Diesel,Volkswagen,Touareg,12.421188057397055
200000.0,Ouarzazate,2016.0,155000,Manuelle,Diesel,Volkswagen,Tiguan,12.206077645517674
142000.0,Casablanca,2017.0,156000,Automatique,Diesel,Alfa,Romeo Giulietta,11.863589378812122
189000.0,Rabat,2018.0,144000,Automatique,Diesel,Jeep,Grand Cherokee,12.149507585033072
218000.0,Marrakech,2019.0,181000,Automatique,Diesel,Seat,Ateca,12.292254928916668
415000.0,Mohammédia,2020.0,160000,Automatique,Diesel,Mercedes-Benz,Classe CLA,12.936036208848487
252000.0,Casablanca,2017.0,163605,Automatique,Diesel,Volvo,S90,12.437188334739655
242000.0,Casablanca,2020.0,154475,Automatique,Diesel,Volkswagen,Arteon,12.396697137361691
505000.0,Casablanca,2022.0,63000,Automatique,Essence,Porsche,Macan,13.132315688453556
155000.0,Mohammédia,2017.0,192640,Automatique,Diesel,Volkswagen,Golf 7,11.951186847493476
200000.0,Casablanca,2020.0,83150,Manuelle,Diesel,Ford,Kuga,12.206077645517674
260000.0,Casablanca,2018.0,186000,Automatique,Diesel,Hyundai,Santa Fe,12.468440756144114
280000.0,Casablanca,2024.0,56783,Automatique,Diesel,Kia,Sportage,12.54254845357358
270000.0,Agadir,2018.0,128000,Automatique,Diesel,Audi,Q3,12.506180941677357
180000.0,Marrakech,2017.0,155000,Automatique,Hybride,Toyota,C-HR,12.100717685412471
340000.0,Casablanca,2025.0,19500,Automatique,Diesel,Cupra,Leon,12.73670383776449
54000.0,Kénitra,2002.0,277000,Manuelle,Diesel,Renault,Megane,10.896757843893464
150000.0,Tanger,2025.0,17000,Automatique,Essence,Dacia,Logan,11.918397239722838
400000.0,Taza,2019.0,98000,Automatique,Essence,Volkswagen,Golf 7,12.899222326086994
150000.0,Casablanca,2023.0,44000,Manuelle,Diesel,Opel,Corsa,11.918397239722838
189000.0,Agadir,2017.0,155000,Automatique,Hybride,Toyota,C-HR,12.149507585033072
125000.0,Rabat,2015.0,144000,Manuelle,Diesel,Renault,Captur,11.736077016252437
138000.0,Rabat,2022.0,8000,Automatique,Essence,Kia,Picanto,11.835016210489899
140000.0,Marrakech,2022.0,91,Automatique,Essence,Fiat,500,11.849404844423074
154000.0,Casablanca,2022.0,54000,Manuelle,Diesel,Dacia,Sandero,11.944714374881176
148000.0,Agadir,2017.0,170000,Manuelle,Diesel,Ford,Focus,11.904974309480183
102000.0,Rabat,2017.0,82000,Manuelle,Essence,Opel,Adam,11.532737896139919
205000.0,Casablanca,2018.0,168105,Automatique,Diesel,Hyundai,Santa Fe,12.230770136157428
155000.0,Casablanca,2019.0,56975,Automatique,Hybride,Toyota,Yaris,11.951186847493476
170000.0,Casablanca,2016.0,214966,Automatique,Diesel,Land Rover,Discovery,12.04355959836804
150000.0,Meknès,2010.0,271000,Manuelle,Diesel,Toyota,Prado,11.918397239722838
325000.0,Casablanca,2020.0,84208,Automatique,Diesel,Audi,Q5,12.691583538230217
400000.0,Casablanca,2023.0,49018,Automatique,Diesel,Alfa,Romeo Stelvio,12.899222326086994
335000.0,Casablanca,2024.0,92427,Automatique,Diesel,Cupra,Autre,12.721888795877375
165000.0,Casablanca,2017.0,100000,Automatique,Diesel,Volkswagen,Golf 7,12.013706813470414
360000.0,Casablanca,2024.0,31000,Automatique,Diesel,DS,7,12.793862088206213
335000.0,Casablanca,2019.0,148574,Automatique,Diesel,Mercedes-Benz,Classe A,12.721888795877375
275000.0,Casablanca,2022.0,7500,Automatique,Diesel,Kia,Carens,12.524530013005734
345000.0,Casablanca,2022.0,136639,Automatique,Diesel,Audi,Q3,12.75130259456002
270000.0,Rabat,2019.0,200000,Automatique,Diesel,Hyundai,Santa Fe,12.506180941677357
200000.0,Rabat,2020.0,154000,Manuelle,Diesel,Opel,Grandland,12.206077645517674
135000.0,Rabat,2013.0,250000,Automatique,Diesel,Volkswagen,Touareg,11.813037464800539
120000.0,Casablanca,2020.0,133100,Manuelle,Diesel,Fiat,Doblo,11.695255355062795
420000.0,Tétouan,2021.0,85000,Automatique,Essence,Mercedes-Benz,250,12.948012371209098
165000.0,Mohammédia,2021.0,184000,Manuelle,Diesel,Jeep,Compass,12.013706813470414
125000.0,Casablanca,2017.0,158634,Manuelle,Diesel,Seat,Ibiza,11.736077016252437
155000.0,Casablanca,2020.0,185000,Manuelle,Diesel,Ford,Ecosport,11.951186847493476
350000.0,Agadir,2019.0,189000,Automatique,Diesel,Audi,Q5,12.765691290604371
350000.0,Agadir,2019.0,189000,Automatique,Diesel,Audi,Q5,12.765691290604371
166000.0,Rabat,2024.0,11900,Manuelle,Diesel,Citroën,C3,12.019749091416921
198000.0,Casablanca,2024.0,13000,Automatique,Essence,Skoda,Scala,12.19602736016897
410000.0,Nador,2024.0,54000,Automatique,Diesel,Volkswagen,Tiguan,12.923914877701906
180000.0,Casablanca,2021.0,192000,Manuelle,Diesel,Renault,Megane,12.100717685412471
175000.0,Casablanca,2012.0,200000,Automatique,Diesel,Audi,Q3,12.07254696717504
259000.0,Casablanca,2022.0,72800,Automatique,Diesel,Hyundai,Tucson,12.464587201678082
235000.0,Mohammédia,2022.0,55000,Automatique,Hybride,Toyota,Yaris,12.367345048436391
350000.0,Casablanca,2019.0,97416,Automatique,Diesel,Volkswagen,Touareg,12.765691290604371
50000.0,Kénitra,2007.0,2200000,Manuelle,Essence,Renault,Megane,10.819798284210286
215000.0,Marrakech,2017.0,174000,Automatique,Diesel,BMW,X3,12.278397958261774
365000.0,Casablanca,2020.0,98625,Automatique,Diesel,Land Rover,Range Rover Velar,12.807655372286902
232000.0,Casablanca,2018.0,105010,Automatique,Diesel,Alfa,Romeo Stelvio,12.354496960983985
294000.0,Casablanca,2022.0,26923,Automatique,Diesel,Hyundai,Tucson,12.591338447675579
355000.0,Casablanca,2025.0,10700,Automatique,Essence,Autre,Autre,12.779875885354993
120000.0,Fès,2015.0,220000,Manuelle,Diesel,Skoda,Rapid,11.695255355062795
210000.0,Casablanca,2023.0,80748,Automatique,Diesel,Ford,Focus,12.25486757159303
220000.0,Casablanca,2024.0,56917,Manuelle,Diesel,Citroën,Berlingo,12.301387370778713
137000.0,Rabat,2015.0,180000,Manuelle,Diesel,Kia,Sportage,11.827743504053695
146000.0,Casablanca,2021.0,90200,Automatique,Diesel,Fiat,Tipo,11.891368749982085
137500.0,Rabat,2010.0,330000,Automatique,Diesel,Mercedes-Benz,220,11.83138646878959
450000.0,Casablanca,2008.0,140000,Manuelle,Diesel,Land Rover,Defender,13.017005083966255
472000.0,Casablanca,2020.0,161600,Automatique,Diesel,BMW,X5,13.064736383209516
95000.0,Marrakech,2016.0,72000,Manuelle,Essence,Fiat,500,11.461642696843066
305000.0,Casablanca,2023.0,53117,Automatique,Hybride,Hyundai,Tucson,12.628070334272698
113000.0,Casablanca,2013.0,225849,Automatique,Diesel,Renault,Latitude,11.635151947212842
135000.0,Casablanca,2014.0,101000,Automatique,Diesel,Mini,Countryman,11.813037464800539
250000.0,Casablanca,2018.0,88000,Automatique,Diesel,Alfa,Romeo Stelvio,12.429220196836383
289000.0,Casablanca,2019.0,160129,Automatique,Diesel,Volkswagen,Tiguan,12.574185427296195
299000.0,Tanger,2018.0,183172,Automatique,Diesel,Audi,A3,12.608202196848836
385000.0,Casablanca,2017.0,184800,Automatique,Diesel,BMW,X6,12.861001210669146
188000.0,Casablanca,2023.0,84700,Manuelle,Diesel,Fiat,Doblo,12.144202560946876
520000.0,Casablanca,2020.0,107221,Automatique,Diesel,Audi,Q7,13.161586013632684
211000.0,Casablanca,2018.0,38066,Automatique,Diesel,Volvo,XC60,12.259618151783465
365000.0,Casablanca,2023.0,15665,Automatique,Diesel,Audi,Q3,12.807655372286902
221000.0,Casablanca,2018.0,115737,Automatique,Diesel,Audi,A3,12.30592250537653
265000.0,Casablanca,2020.0,60000,Automatique,Diesel,Hyundai,Santa Fe,12.487488878546145
148000.0,Casablanca,2023.0,45000,Manuelle,Diesel,Peugeot,Partner,11.904974309480183
370000.0,Casablanca,2021.0,96659,Automatique,Diesel,Audi,A6,12.821260987319457
168000.0,Casablanca,2023.0,121460,Manuelle,Diesel,Renault,Express,12.031725210748633
140000.0,Casablanca,2021.0,118736,Manuelle,Diesel,Dacia,Dokker,11.849404844423074
245000.0,Casablanca,2023.0,83057,Automatique,Diesel,Opel,Astra,12.409017571151187
247000.0,Casablanca,2018.0,143327,Automatique,Diesel,Audi,A6,12.417147664184915
479000.0,Casablanca,2021.0,100000,Automatique,Diesel,BMW,X5,13.079457964073546
140000.0,Casablanca,2019.0,160000,Manuelle,Diesel,Volkswagen,Caddy,11.849404844423074
175000.0,Casablanca,2014.0,207220,Automatique,Diesel,Land Rover,Range Rover Evoque,12.07254696717504
300000.0,Rabat,2018.0,135000,Automatique,Diesel,Jaguar,F-Pace,12.611541086966115
435000.0,Casablanca,2020.0,161604,Automatique,Diesel,BMW,X5,12.983103608918753
221000.0,Casablanca,2020.0,104321,Automatique,Diesel,Peugeot,2008,12.30592250537653
135000.0,Casablanca,2023.0,38817,Manuelle,Essence,Renault,Clio,11.813037464800539
520000.0,Agadir,2023.0,55000,Automatique,Diesel,BMW,Série 4,13.161586013632684
230000.0,Casablanca,2023.0,67000,Automatique,Diesel,Renault,Megane,12.345838935721968
197000.0,Casablanca,2016.0,59559,Automatique,Diesel,Jaguar,XE,12.190964083849375
238000.0,Tanger,2014.0,199000,Automatique,Diesel,Audi,Q5,12.380030154325457
214000.0,Tanger,2023.0,32000,Automatique,Diesel,Citroën,C3,12.273735966890268
115000.0,Marrakech,2022.0,31000,Manuelle,Essence,Kia,Picanto,11.652696102959753
195000.0,Casablanca,2023.0,64453,Manuelle,Diesel,Jeep,Renegade,12.180759965737863
247000.0,Casablanca,2023.0,34227,Automatique,Essence,Nissan,Qashqai,12.417147664184915
370000.0,Casablanca,2022.0,116000,Automatique,Diesel,Audi,A6,12.821260987319457
226000.0,Casablanca,2023.0,86109,Automatique,Hybride,Toyota,Yaris,12.328294703023394
142000.0,Casablanca,2014.0,142783,Manuelle,Diesel,Skoda,Rapid,11.863589378812122
126000.0,Casablanca,2020.0,146000,Manuelle,Essence,Hyundai,i20,11.744045122410057
319000.0,Casablanca,2023.0,64353,Automatique,Diesel,Hyundai,Tucson,12.672949516558306
110000.0,Casablanca,2010.0,238800,Automatique,Diesel,Audi,Q5,11.608244735642321
197000.0,Casablanca,2018.0,118679,Automatique,Diesel,Ford,Kuga,12.190964083849375
157000.0,Casablanca,2024.0,26924,Manuelle,Diesel,Dacia,Sandero,11.964007453736912
280000.0,Marrakech,2024.0,25000,Automatique,Hybride,Toyota,Corolla,12.54254845357358
315000.0,Casablanca,2024.0,63573,Automatique,Diesel,Volkswagen,T-Roc,12.660331092405906
300000.0,Casablanca,2016.0,113468,Automatique,Diesel,BMW,Série 7,12.611541086966115
480000.0,Casablanca,2021.0,130000,Automatique,Diesel,Volkswagen,Tiguan,13.081543466215237
108000.0,Casablanca,2017.0,142000,Manuelle,Diesel,Seat,Ibiza,11.58989576532275
260000.0,Casablanca,2020.0,192984,Automatique,Diesel,Hyundai,Tucson,12.468440756144114
250000.0,Casablanca,2020.0,115806,Automatique,Diesel,Hyundai,Tucson,12.429220196836383
145000.0,Casablanca,2024.0,34600,Manuelle,Diesel,Dacia,Sandero,11.884495917930655
310000.0,Casablanca,2021.0,89597,Automatique,Diesel,Ford,Ranger,12.644330802262578
130000.0,Casablanca,2016.0,126000,Manuelle,Diesel,Citroën,C4,11.775297421715827
200000.0,Casablanca,2025.0,29900,Automatique,Hybride,Dacia,Autre,12.206077645517674
120000.0,Casablanca,2022.0,165648,Automatique,Essence,DFSK,Glory 580,11.695255355062795
215000.0,Casablanca,2024.0,60806,Manuelle,Diesel,Renault,Clio,12.278397958261774
245000.0,Casablanca,2024.0,47360,Automatique,Hybride,Renault,Arkana,12.409017571151187
215000.0,Casablanca,2023.0,49486,Automatique,Hybride,Renault,Arkana,12.278397958261774
119000.0,Casablanca,2021.0,82444,Manuelle,Essence,Fiat,500,11.686887175419702
530000.0,Casablanca,2022.0,60052,Automatique,Essence,Porsche,Macan,13.180634172318978
260000.0,Casablanca,2022.0,149395,Automatique,Diesel,Hyundai,Tucson,12.468440756144114
347000.0,Rabat,2016.0,150000,Automatique,Diesel,Porsche,Cayenne,12.757082940769225
303000.0,Casablanca,2022.0,85522,Automatique,Diesel,Peugeot,3008,12.621491384816093
285000.0,Casablanca,2018.0,114000,Automatique,Diesel,BMW,X5,12.560247968016562
43000.0,Beni Mellal,2005.0,470000,Automatique,Diesel,Audi,A6,10.668978650219241
135000.0,Casablanca,2020.0,67000,Manuelle,Essence,Seat,Ibiza,11.813037464800539
160000.0,Casablanca,2016.0,84895,Automatique,Diesel,Renault,Megane,11.982935344196433
305000.0,Casablanca,2019.0,187612,Automatique,Diesel,Mercedes-Benz,Classe E,12.628070334272698
82000.0,Rabat,2009.0,275000,Manuelle,Diesel,Honda,CR-V,11.314486721293981
120000.0,Casablanca,2019.0,30840,Manuelle,Essence,Ford,Fiesta,11.695255355062795
260000.0,Casablanca,2024.0,42920,Automatique,Diesel,Volkswagen,Golf 7,12.468440756144114
140000.0,Marrakech,2013.0,165363,Manuelle,Diesel,Nissan,Qashqai,11.849404844423074
148000.0,Rabat,2021.0,95000,Automatique,Diesel,Renault,Clio,11.904974309480183
340000.0,Casablanca,2021.0,70000,Automatique,Diesel,Volkswagen,Tiguan,12.73670383776449
103000.0,Casablanca,2016.0,73000,Manuelle,Diesel,Peugeot,208,11.542493975902508
255000.0,Casablanca,2023.0,51000,Automatique,Diesel,Skoda,Octavia,12.449022745701502
295000.0,Oujda,,0,,,Autre,Autre,12.59473402514672
165000.0,Tanger,2019.0,80000,Manuelle,Diesel,Opel,Crossland,12.013706813470414
258000.0,Casablanca,2022.0,88000,Automatique,Diesel,Alfa,Romeo Stelvio,12.460718739865236
82000.0,Marrakech,2015.0,62000,Manuelle,Essence,Kia,Picanto,11.314486721293981
440000.0,Marrakech,2025.0,19000,Automatique,Diesel,Audi,A3,12.994532278619134
216000.0,Marrakech,2021.0,81000,Automatique,Diesel,Kia,Seltos,12.283038316285214
330000.0,Casablanca,2021.0,93038,Automatique,Hybride,Volvo,S60,12.706850963741102
325000.0,Casablanca,2021.0,100000,Automatique,Diesel,BMW,Série 3,12.691583538230217
396000.0,Casablanca,2022.0,130927,Automatique,Diesel,Audi,A6,12.889172015485954
285000.0,Casablanca,2021.0,158640,Automatique,Diesel,Seat,Ateca,12.560247968016562
224000.0,Casablanca,2019.0,79600,Automatique,Diesel,Citroën,C5,12.319405795112926
265000.0,Casablanca,2017.0,159854,Automatique,Diesel,Mercedes-Benz,Classe C,12.487488878546145
273000.0,Casablanca,2021.0,84778,Automatique,Hybride,Hyundai,Sonata,12.51723073716405
262000.0,Casablanca,2023.0,87660,Automatique,Diesel,Opel,Astra,12.476103599529843
499000.0,Casablanca,2021.0,69630,Automatique,Diesel,Audi,Q7,13.120363378739663
294000.0,Casablanca,2022.0,72916,Automatique,Hybride,Hyundai,Tucson,12.591338447675579
188000.0,Casablanca,2023.0,92550,Manuelle,Diesel,Jeep,Renegade,12.144202560946876
221000.0,Casablanca,2024.0,296,Automatique,Essence,Opel,Mokka,12.30592250537653
293000.0,Casablanca,2019.0,183886,Automatique,Diesel,Land Rover,Range Rover Velar,12.587931300962664
229000.0,Rabat,,0,,,Autre,Autre,12.34148164933907
110000.0,Oujda,2022.0,48750,Manuelle,Essence,Chery,Tiggo 2 Pro,11.608244735642321
125000.0,Casablanca,2019.0,152627,Manuelle,Diesel,Renault,Clio,11.736077016252437
200000.0,Casablanca,2021.0,122850,Automatique,Diesel,Ford,Fusion,12.206077645517674
90000.0,Laâyoune,2008.0,200000,Manuelle,Diesel,Opel,Antara,11.407576060361786
430000.0,Casablanca,2022.0,75000,Automatique,Diesel,BMW,Série 5,12.971542813248437
53000.0,Kénitra,2004.0,254034,Manuelle,Essence,Mitsubishi,Lancer,10.87806606028079
150000.0,Casablanca,2021.0,83400,Manuelle,Diesel,Opel,Corsa,11.918397239722838
