Prix,Ville,Annee,Kilometrage,Transmission,Carburant,Marque,Modele,Prix_Log
130000.0,Meknès,2014.0,225000,Automatique,Diesel,Nissan,Qashqai,11.775297421715827
150000.0,Casablanca,2015.0,163764,Manuelle,Diesel,Ford,Kuga,11.918397239722838
407000.0,Casablanca,2018.0,176064,Automatique,Diesel,Mercedes-Benz,Classe A,12.91657092142417
205000.0,Casablanca,2022.0,102045,Automatique,Diesel,Dacia,Duster,12.230770136157428
335000.0,Casablanca,2024.0,56700,Manuelle,Diesel,Toyota,Hilux,12.721888795877375
203000.0,Casablanca,2020.0,75002,Automatique,Hybride,Toyota,C-HR,12.220966184120165
257000.0,Casablanca,2021.0,64335,Automatique,Essence,Volvo,XC40,12.456835254920371
257000.0,Tanger,2022.0,105000,Automatique,Diesel,Hyundai,Tucson,12.456835254920371
153000.0,Marrakech,2022.0,43000,Manuelle,Diesel,Opel,Corsa,11.938199736300925
273000.0,Agadir,2024.0,40000,Automatique,Hybride,Renault,Arkana,12.51723073716405
255000.0,Agadir,2024.0,18000,Automatique,Essence,Skoda,Kamiq,12.449022745701502
310000.0,Agadir,2022.0,43713,Automatique,Hybride,Kia,K5,12.644330802262578
220000.0,Casablanca,2019.0,111105,Automatique,Diesel,Peugeot,508,12.301387370778713
430000.0,Casablanca,2026.0,10,Automatique,Électrique,Mini,Autre,12.971542813248437
250000.0,Casablanca,2022.0,48000,Manuelle,Diesel,Ford,Kuga,12.429220196836383
319000.0,Casablanca,2021.0,90000,Automatique,Diesel,Peugeot,3008,12.672949516558306
200000.0,Casablanca,2021.0,111674,Automatique,Diesel,Dacia,Duster,12.206077645517674
211000.0,Casablanca,2021.0,80303,Automatique,Hybride,Toyota,Corolla,12.259618151783465
235000.0,Casablanca,2016.0,188000,Automatique,Diesel,Volkswagen,Touran,12.367345048436391
165000.0,Casablanca,2021.0,89000,Automatique,Diesel,Alfa,Romeo Giulietta,12.013706813470414
410000.0,Nador,2019.0,130000,Automatique,Diesel,Mercedes-Benz,220,12.923914877701906
370000.0,Casablanca,2023.0,65736,Automatique,Diesel,Seat,Tarraco,12.821260987319457
190000.0,Casablanca,2021.0,130028,Automatique,Diesel,Jeep,Renegade,12.154784614286667
145000.0,Casablanca,2021.0,135798,Manuelle,Diesel,Renault,Clio,11.884495917930655
315000.0,Casablanca,2019.0,80000,Automatique,Diesel,DS,Autre,12.660331092405906
167000.0,Casablanca,2024.0,25000,Automatique,Essence,Fiat,500,12.025755079404917
315000.0,Casablanca,2019.0,135336,Automatique,Diesel,Mercedes-Benz,Classe C,12.660331092405906
375000.0,Casablanca,2023.0,119796,Automatique,Diesel,Land Rover,Range Rover Evoque,12.834683971615659
395000.0,Casablanca,2024.0,36383,Automatique,Diesel,Cupra,Formentor,12.886643575525625
175000.0,Casablanca,2021.0,75843,Automatique,Diesel,Opel,Astra,12.07254696717504
185000.0,Rabat,2015.0,290000,Automatique,Diesel,Land Rover,Discovery,12.128116509451258
300000.0,Casablanca,2021.0,58547,Automatique,Diesel,Mercedes-Benz,Classe A,12.611541086966115
209000.0,Casablanca,2022.0,60000,Manuelle,Diesel,Seat,Arona,12.250094315624496
145000.0,Mohammédia,2022.0,162706,Manuelle,Diesel,Renault,Clio,11.884495917930655
195000.0,Fès,2017.0,168000,Automatique,Diesel,Volkswagen,Golf 7,12.180759965737863
420000.0,Fès,2017.0,212000,Automatique,Diesel,Audi,Q5,12.948012371209098
138000.0,Fès,2020.0,103000,Automatique,Diesel,Hyundai,Accent,11.835016210489899
258000.0,Casablanca,2023.0,96233,Automatique,Diesel,Hyundai,Tucson,12.460718739865236
320000.0,Marrakech,2023.0,49000,Automatique,Hybride,Hyundai,Tucson,12.676079399771027
549000.0,Agadir,2023.0,23000,Automatique,Électrique,Kia,Autre,13.215855541983634
222000.0,Fès,2017.0,176200,Automatique,Diesel,Seat,Ateca,12.310437165348775
410000.0,Casablanca,2022.0,61400,Automatique,Diesel,Mercedes-Benz,Classe A,12.923914877701906
110000.0,Casablanca,2009.0,320000,Automatique,Diesel,Volkswagen,Passat,11.608244735642321
240000.0,Tétouan,2025.0,0,,Diesel,Autre,Autre,12.388398368982115
355000.0,Casablanca,2022.0,54000,Automatique,Diesel,Alfa,Romeo Giulia,12.779875885354993
243000.0,Casablanca,2021.0,105000,Automatique,Diesel,Peugeot,3008,12.400820837540556
168000.0,Casablanca,2024.0,42281,Automatique,Essence,Fiat,500,12.031725210748633
325000.0,Casablanca,2021.0,94414,Automatique,Diesel,BMW,X1,12.691583538230217
211000.0,Casablanca,2018.0,161115,Automatique,Diesel,Alfa,Romeo Stelvio,12.259618151783465
375000.0,Casablanca,2019.0,143988,Automatique,Diesel,Mercedes-Benz,Classe C,12.834683971615659
324000.0,Casablanca,2022.0,43517,Automatique,Diesel,Alfa,Romeo Stelvio,12.688501881189456
349000.0,Casablanca,2022.0,82000,Automatique,Diesel,DS,Autre,12.762830066509972
172000.0,Casablanca,2021.0,161476,Automatique,Diesel,Hyundai,i30,12.055255569732177
155000.0,Casablanca,2019.0,43789,Manuelle,Diesel,Opel,Crossland,11.951186847493476
250000.0,Casablanca,2019.0,165089,Manuelle,Diesel,Volkswagen,T-Roc,12.429220196836383
415000.0,Tanger,2022.0,45000,Automatique,Diesel,Volvo,XC60,12.936036208848487
165000.0,Marrakech,2017.0,175000,Automatique,Diesel,Renault,Kadjar,12.013706813470414
200000.0,Casablanca,2015.0,115000,Automatique,Diesel,BMW,Série 2,12.206077645517674
70000.0,Casablanca,2016.0,76000,Manuelle,Diesel,Fiat,Doblo,11.156264806643742
120000.0,Agadir,2019.0,64000,Automatique,Essence,Fiat,500,11.695255355062795
115000.0,Casablanca,2011.0,129000,Manuelle,Diesel,Audi,A1,11.652696102959753
135000.0,Casablanca,2022.0,39000,Automatique,Essence,Hyundai,i10,11.813037464800539
276000.0,Casablanca,2025.0,6470,Automatique,Diesel,Opel,Astra,12.52815976788113
177000.0,Casablanca,2026.0,0,Automatique,Essence,MG,ZS,12.083910661257521
105000.0,Casablanca,2018.0,50000,Manuelle,Essence,Fiat,500,11.561725152903833
131000.0,Rabat,2014.0,144000,Manuelle,Diesel,Toyota,Auris,11.782960235741939
58000.0,Casablanca,2007.0,150000,Manuelle,Essence,Honda,Jazz,10.968215530759236
330000.0,Rabat,2017.0,137000,Automatique,Diesel,Mercedes-Benz,Classe C,12.706850963741102
129000.0,Casablanca,2019.0,55000,Manuelle,Essence,Citroën,C3,11.767575435251748
239000.0,Casablanca,2023.0,50000,Automatique,Essence,Opel,Mokka,12.384223015005313
285000.0,Casablanca,2024.0,70000,Automatique,Diesel,Kia,Sportage,12.560247968016562
175000.0,Agadir,2016.0,254000,Automatique,Diesel,Audi,A4,12.07254696717504
385000.0,Marrakech,2020.0,66000,Automatique,Diesel,Mercedes-Benz,Classe A,12.861001210669146
105000.0,Marrakech,2012.0,147000,Manuelle,Diesel,Peugeot,508,11.561725152903833
255000.0,Marrakech,2013.0,103000,Automatique,Diesel,Mercedes-Benz,Classe CLA,12.449022745701502
155000.0,Casablanca,2020.0,157400,Manuelle,Diesel,Renault,Express,11.951186847493476
160500.0,Marrakech,2019.0,128500,Manuelle,Diesel,Peugeot,2008,11.986055452062393
147000.0,Meknès,2010.0,200,Automatique,Diesel,Mercedes-Benz,Classe E,11.898194668458823
129000.0,Fès,2019.0,125400,Manuelle,Diesel,Dacia,Sandero,11.767575435251748
245000.0,Casablanca,2012.0,198000,,Diesel,Land Rover,Range Rover Evoque,12.409017571151187
53000.0,Rabat,2003.0,190000,Automatique,Diesel,Mercedes-Benz,Classe E,10.87806606028079
220000.0,Rabat,2023.0,37000,Automatique,Hybride,Toyota,Yaris,12.301387370778713
327000.0,Casablanca,2020.0,63000,Automatique,Diesel,Hyundai,Santa Fe,12.69771850797869
218000.0,Casablanca,2021.0,63000,Automatique,Diesel,DS,DS,12.292254928916668
442000.0,Beni Mellal,2026.0,150000,Automatique,Diesel,Volkswagen,Tiguan,12.999067423500716
248000.0,Marrakech,2022.0,108000,Automatique,Diesel,Peugeot,3008,12.421188057397055
110000.0,Casablanca,2016.0,180000,Manuelle,Diesel,Dacia,Logan,11.608244735642321
231000.0,Casablanca,2021.0,147752,Manuelle,Diesel,Seat,Leon,12.35017731849889
230000.0,Rabat,2020.0,102000,Manuelle,Diesel,Peugeot,2008,12.345838935721968
275000.0,Casablanca,2018.0,59049,Automatique,Diesel,BMW,Série 3,12.524530013005734
273000.0,Casablanca,2016.0,116777,Automatique,Diesel,Audi,A3,12.51723073716405
475000.0,Casablanca,2025.0,2895,Automatique,Diesel,BMW,Série 2,13.07107218827772
300000.0,Casablanca,2019.0,125190,Automatique,Diesel,Volvo,S90,12.611541086966115
399000.0,Casablanca,2023.0,85000,Automatique,Diesel,Jaguar,F-Pace,12.896719202134523
139000.0,Casablanca,2024.0,80000,Manuelle,Diesel,Dacia,Sandero,11.842236406331555
189000.0,Casablanca,2025.0,50000,Manuelle,Diesel,Renault,Clio,12.149507585033072
268000.0,Casablanca,2020.0,70000,Automatique,Diesel,Peugeot,3008,12.498745990829315
144000.0,Casablanca,2021.0,75000,Manuelle,Diesel,Renault,Clio,11.87757552297847
325000.0,Marrakech,2024.0,64800,Automatique,Diesel,Hyundai,Tucson,12.691583538230217
429000.0,Casablanca,2023.0,70000,Automatique,Diesel,Volkswagen,Touareg,12.969214528909768
220000.0,Marrakech,2021.0,134482,Automatique,Diesel,Hyundai,Creta,12.301387370778713
260000.0,Marrakech,2023.0,139365,Automatique,Hybride,Hyundai,Tucson,12.468440756144114
195000.0,Casablanca,2019.0,38030,Automatique,Diesel,Mini,Cooper,12.180759965737863
145000.0,Marrakech,2023.0,110902,Automatique,Diesel,Dacia,Sandero,11.884495917930655
149000.0,Marrakech,2024.0,32000,Manuelle,Diesel,Dacia,Sandero,11.91170829631447
235000.0,Marrakech,2025.0,24900,Automatique,Diesel,Citroën,Autre,12.367345048436391
225000.0,Marrakech,2024.0,82075,Automatique,Diesel,Dacia,Duster,12.323860125621126
155000.0,Marrakech,2025.0,58610,Manuelle,Diesel,Dacia,Logan,11.951186847493476
201000.0,Casablanca,2021.0,91241,Manuelle,Diesel,Ford,Ecosport,12.211065162153215
419000.0,Marrakech,2022.0,72000,Automatique,Diesel,Audi,A6,12.945628585536271
325000.0,Marrakech,2024.0,94000,Automatique,Diesel,Volkswagen,T-Roc,12.691583538230217
232000.0,Casablanca,2021.0,100000,Automatique,Diesel,Nissan,Qashqai,12.354496960983985
256000.0,Casablanca,2022.0,80000,Manuelle,Diesel,Kia,Seltos,12.45293662970407
112000.0,Fès,2019.0,137000,Manuelle,Diesel,Citroën,C3,11.626263078808801
112000.0,Fès,2019.0,137000,Manuelle,Diesel,Citroën,C3,11.626263078808801
215000.0,Casablanca,2022.0,105000,Manuelle,Diesel,Jeep,Renegade,12.278397958261774
246000.0,Casablanca,2022.0,40000,Manuelle,Diesel,Volkswagen,Caddy,12.413090879946887
238000.0,Tanger,2017.0,170000,Automatique,Diesel,Land Rover,Range Rover Evoque,12.380030154325457
376000.0,Casablanca,2025.0,35000,Automatique,Diesel,Seat,Ateca,12.837347081942964
249000.0,Casablanca,2022.0,15000,Automatique,Hybride,Toyota,C-HR,12.425212191503038
175000.0,Casablanca,2025.0,20000,Manuelle,Diesel,Opel,Corsa,12.07254696717504
295000.0,Marrakech,2020.0,180000,Automatique,Diesel,Mercedes-Benz,Classe A,12.59473402514672
185000.0,Casablanca,2025.0,80000,Automatique,Essence,Dacia,Duster,12.128116509451258
168000.0,Marrakech,2022.0,142000,Automatique,Diesel,Jeep,Renegade,12.031725210748633
118000.0,Marrakech,2022.0,91000,Automatique,Essence,Fiat,500,11.678448377988165
309000.0,Casablanca,2018.0,80000,Automatique,Diesel,Mercedes-Benz,Classe C,12.6410997921206
265000.0,Casablanca,2021.0,56097,Automatique,Hybride,Toyota,RAV-4,12.487488878546145
195000.0,Casablanca,2017.0,110000,Automatique,Diesel,Volkswagen,Coccinelle,12.180759965737863
155000.0,Casablanca,2023.0,90583,Manuelle,Diesel,Renault,Clio,11.951186847493476
317000.0,Tétouan,2021.0,136000,Automatique,Diesel,Mercedes-Benz,Classe A,12.666660207428574
113000.0,Meknès,2011.0,340000,Manuelle,Diesel,BMW,Série 1,11.635151947212842
515000.0,Marrakech,2021.0,42000,Automatique,Diesel,BMW,Série 4,13.151924121391561
129000.0,Casablanca,2016.0,147600,Automatique,Diesel,Alfa,Romeo Giulietta,11.767575435251748
185000.0,Errachidia,2021.0,120,Manuelle,Diesel,Opel,Grandland,12.128116509451258
143000.0,Rabat,2018.0,82000,Automatique,Diesel,Renault,Clio,11.870606902224587
125000.0,Casablanca,2007.0,235000,Manuelle,Diesel,Toyota,Prado,11.736077016252437
275000.0,Casablanca,2019.0,240000,Automatique,Diesel,BMW,Série 5,12.524530013005734
145000.0,Oujda,2023.0,20000,Automatique,Essence,Fiat,500,11.884495917930655
260000.0,El Jadida,2019.0,159000,Automatique,Diesel,Land Rover,Range Rover Evoque,12.468440756144114
269000.0,Casablanca,2022.0,90000,Automatique,Diesel,Hyundai,Tucson,12.502470376049185
405000.0,Casablanca,2017.0,78374,Automatique,Diesel,Land Rover,Range Rover Sport,12.91164481522143
395000.0,Casablanca,2024.0,60200,Automatique,Diesel,Volvo,XC60,12.886643575525625
360000.0,Casablanca,2016.0,126075,Automatique,Essence,Porsche,Cayenne,12.793862088206213
182000.0,Casablanca,2021.0,36000,Automatique,Diesel,Opel,Astra,12.111767460549332
310000.0,Casablanca,2023.0,41700,Automatique,Hybride,Toyota,RAV-4,12.644330802262578
385000.0,Casablanca,2023.0,61339,Automatique,Diesel,Skoda,Kodiaq,12.861001210669146
185000.0,Casablanca,2017.0,82000,Automatique,Essence,Honda,Accord,12.128116509451258
100000.0,Tanger,2009.0,0,,Électrique,Autre,Autre,11.51293546492023
459000.0,Casablanca,2024.0,129000,Automatique,Diesel,Land Rover,Range Rover Sport,13.036807667689546
229000.0,Casablanca,2022.0,87000,Automatique,Hybride,Kia,K5,12.34148164933907
265000.0,Rabat,2020.0,104000,Automatique,Diesel,Jaguar,E-Pace,12.487488878546145
325000.0,Casablanca,2015.0,267000,Automatique,Diesel,Porsche,Cayenne,12.691583538230217
185000.0,Agadir,2018.0,186000,Manuelle,Diesel,Hyundai,Tucson,12.128116509451258
165000.0,Casablanca,2023.0,80000,Manuelle,Diesel,Peugeot,208,12.013706813470414
235000.0,Casablanca,2024.0,71400,Automatique,Diesel,Renault,Megane,12.367345048436391
214000.0,Casablanca,2020.0,113798,Automatique,Diesel,Renault,Megane,12.273735966890268
145000.0,Rabat,2022.0,275000,Manuelle,Diesel,Renault,Express,11.884495917930655
172000.0,Casablanca,2024.0,4053,Manuelle,Diesel,Opel,Corsa,12.055255569732177
245000.0,Casablanca,2025.0,23000,Automatique,Essence,Opel,Mokka,12.409017571151187
299000.0,Casablanca,2023.0,118341,Automatique,Diesel,Hyundai,Tucson,12.608202196848836
115000.0,Casablanca,2022.0,111673,Automatique,Essence,Kia,Picanto,11.652696102959753
280000.0,Casablanca,2023.0,55000,Automatique,Diesel,Opel,Astra,12.54254845357358
210000.0,Casablanca,2023.0,33810,Automatique,Essence,MG,ZS,12.25486757159303
253000.0,Casablanca,2017.0,157111,Automatique,Diesel,Mercedes-Benz,Classe E,12.441148720271016
242000.0,Casablanca,2020.0,153759,Automatique,Diesel,Volvo,XC40,12.396697137361691
285000.0,Marrakech,2020.0,138000,Automatique,Diesel,Volvo,S90,12.560247968016562
145000.0,Casablanca,2024.0,79056,Manuelle,Diesel,Dacia,Sandero,11.884495917930655
189000.0,Casablanca,2024.0,42741,Automatique,Essence,Hyundai,i20,12.149507585033072
417000.0,Casablanca,2018.0,151771,Automatique,Diesel,Land Rover,Range Rover Sport,12.940843898859598
207000.0,Casablanca,2018.0,129000,Automatique,Diesel,Volkswagen,Tiguan,12.240478903153711
190000.0,Casablanca,2023.0,12502,Automatique,Essence,Hyundai,Autre,12.154784614286667
145000.0,Casablanca,2022.0,37184,Automatique,Essence,Hyundai,i10,11.884495917930655
210000.0,Casablanca,2022.0,83655,Automatique,Diesel,Renault,Megane,12.25486757159303
129000.0,Casablanca,2021.0,175000,Manuelle,Diesel,Renault,Clio,11.767575435251748
240000.0,Marrakech,2020.0,110000,Automatique,Diesel,Land Rover,Discovery Sport,12.388398368982115
240000.0,Marrakech,2020.0,110000,Automatique,Diesel,Land Rover,Discovery Sport,12.388398368982115
430000.0,Casablanca,2021.0,122000,Automatique,Diesel,Mercedes-Benz,Classe A,12.971542813248437
390000.0,Casablanca,2021.0,72000,Automatique,Diesel,Audi,A6,12.873904582205107
170000.0,Agadir,2017.0,230000,Manuelle,Diesel,Skoda,Octavia,12.04355959836804
420000.0,Agadir,2000.0,112000,Manuelle,Diesel,Fiat,Ducato,12.948012371209098
75000.0,Casablanca,2018.0,105000,Manuelle,Diesel,Dacia,Logan,11.225256725762893
95000.0,Casablanca,2020.0,95000,Manuelle,Diesel,Dacia,Dokker,11.461642696843066
355000.0,Casablanca,2023.0,33000,Automatique,Diesel,Alfa,Romeo Stelvio,12.779875885354993
123000.0,Fès,2021.0,103000,Manuelle,Diesel,Citroën,C-Elysée,11.719947764402807
78000.0,Mohammédia,2016.0,140000,Manuelle,Essence,Fiat,Panda,11.264476926102367
320000.0,Beni Mellal,2022.0,52000,Automatique,Diesel,Hyundai,Santa Fe,12.676079399771027
255000.0,Tétouan,2019.0,130000,Automatique,Diesel,DS,7,12.449022745701502
152000.0,Rabat,2024.0,50000,Manuelle,Diesel,Fiat,Fiorino,11.931642378754141
135000.0,Casablanca,2018.0,180000,Automatique,Diesel,Hyundai,Elantra,11.813037464800539
138000.0,Fès,2014.0,154000,Manuelle,Diesel,Ford,Kuga,11.835016210489899
95000.0,Rabat,2013.0,200,Manuelle,Diesel,Fiat,500 L,11.461642696843066
298000.0,Casablanca,2021.0,190000,Automatique,Diesel,Volvo,S90,12.604852121186608
56000.0,Casablanca,2020.0,100000,Manuelle,Essence,DFSK,K01h,10.933124826700707
390000.0,Casablanca,2019.0,150000,Automatique,Diesel,Mercedes-Benz,220,12.873904582205107
450000.0,Mohammédia,2019.0,129999,Automatique,Diesel,Land Rover,Range Rover Sport,13.017005083966255
125000.0,Rabat,2013.0,370000,Automatique,Diesel,Volkswagen,Touareg,11.736077016252437
258000.0,El Jadida,2016.0,195000,Automatique,Diesel,Land Rover,Range Rover Sport,12.460718739865236
65000.0,Casablanca,2011.0,220000,Manuelle,Essence,Ford,B Max,11.082157933374816
510000.0,Casablanca,2021.0,105587,Automatique,Diesel,BMW,X5,13.1421679654829
67000.0,Meknès,2008.0,357000,Manuelle,Diesel,Renault,Megane,11.112462823634855
275000.0,Casablanca,2021.0,73400,Automatique,Diesel,Audi,A3,12.524530013005734
360000.0,Laâyoune,2024.0,78000,Automatique,Diesel,Skoda,Superb,12.793862088206213
250000.0,Casablanca,2021.0,125000,Automatique,Diesel,Renault,Koleos,12.429220196836383
178000.0,Tanger,2013.0,189000,Automatique,Diesel,BMW,Série 5,12.08954444723597
265000.0,Casablanca,2020.0,115000,Automatique,Diesel,DS,Autre,12.487488878546145
131000.0,Tanger,2016.0,157100,Manuelle,Diesel,Peugeot,308,11.782960235741939
315000.0,Marrakech,2020.0,130,Automatique,Diesel,BMW,X3,12.660331092405906
480000.0,Casablanca,2017.0,110000,Automatique,Diesel,Mercedes-Benz,Classe GLE,13.081543466215237
310000.0,Casablanca,2023.0,80000,Automatique,Diesel,Volkswagen,T-Roc,12.644330802262578
230000.0,Casablanca,2024.0,86000,Automatique,Hybride,Toyota,Corolla,12.345838935721968
143000.0,Kénitra,2019.0,57800,Automatique,Diesel,Renault,Clio,11.870606902224587
250000.0,Casablanca,2020.0,79000,,Hybride,Toyota,RAV-4,12.429220196836383
396000.0,Casablanca,2023.0,74131,Automatique,Électrique,BYD,Autre,12.889172015485954
142000.0,Casablanca,2021.0,159000,Manuelle,Diesel,Citroën,C3,11.863589378812122
142000.0,Mohammédia,2025.0,4970,Automatique,Essence,Fiat,500,11.863589378812122
195000.0,Agadir,2021.0,153000,Automatique,Hybride,Toyota,C-HR,12.180759965737863
149000.0,Casablanca,2022.0,105000,Manuelle,Diesel,Renault,Express,11.91170829631447
155000.0,Casablanca,2024.0,30160,Manuelle,Diesel,Dacia,Sandero,11.951186847493476
211000.0,Casablanca,2021.0,91436,Automatique,Hybride,Toyota,Corolla,12.259618151783465
145000.0,Safi,2023.0,17300,Automatique,Essence,Dacia,Sandero,11.884495917930655
399000.0,Casablanca,2019.0,74441,Automatique,Diesel,Audi,Q5,12.896719202134523
225000.0,Agadir,2017.0,135000,Automatique,Diesel,Volkswagen,Tiguan,12.323860125621126
225000.0,Agadir,2020.0,54000,Automatique,Hybride,Toyota,C-HR,12.323860125621126
195000.0,Casablanca,2017.0,218000,Manuelle,Diesel,Volkswagen,Tiguan,12.180759965737863
177000.0,Casablanca,2024.0,50000,Manuelle,Diesel,Dacia,Logan,12.083910661257521
142000.0,El Jadida,2022.0,66000,Manuelle,Essence,Toyota,Yaris,11.863589378812122
268000.0,El Jadida,2020.0,125000,Automatique,Diesel,BMW,Série 1,12.498745990829315
113000.0,Beni Mellal,2015.0,188000,Manuelle,Diesel,Ford,Fiesta,11.635151947212842
160000.0,Casablanca,2020.0,160000,Automatique,Diesel,Opel,Crossland,11.982935344196433
250000.0,Casablanca,2022.0,135144,Automatique,Diesel,Peugeot,3008,12.429220196836383
280000.0,Casablanca,2021.0,73405,Automatique,Diesel,Audi,A3,12.54254845357358
310000.0,Agadir,2023.0,132000,Automatique,Diesel,Skoda,Kodiaq,12.644330802262578
155000.0,Agadir,2023.0,117990,Manuelle,Diesel,Opel,Corsa,11.951186847493476
145000.0,Agadir,2022.0,135027,Manuelle,Diesel,Opel,Corsa,11.884495917930655
165000.0,Agadir,2023.0,115687,Manuelle,Diesel,Opel,Corsa,12.013706813470414
135000.0,Agadir,2023.0,62409,Automatique,Essence,Kia,Picanto,11.813037464800539
129000.0,Agadir,2022.0,104027,Automatique,Essence,Kia,Picanto,11.767575435251748
220000.0,Agadir,2023.0,61609,Manuelle,Diesel,Mitsubishi,L200,12.301387370778713
115000.0,Agadir,2022.0,112997,Automatique,Essence,Kia,Picanto,11.652696102959753
275000.0,Agadir,2022.0,148412,Automatique,Hybride,Hyundai,Tucson,12.524530013005734
280000.0,Agadir,2022.0,73000,Automatique,Diesel,Hyundai,Tucson,12.54254845357358
195000.0,Meknès,2024.0,13000,Manuelle,Diesel,Opel,Corsa,12.180759965737863
160000.0,Casablanca,2014.0,209000,Automatique,Diesel,Volkswagen,Touareg,11.982935344196433
169000.0,Agadir,2022.0,122092,Automatique,Diesel,Hyundai,Accent,12.037659911047468
240000.0,Marrakech,2022.0,145000,Automatique,Hybride,Renault,Megane,12.388398368982115
320000.0,Meknès,2023.0,190000,Manuelle,Diesel,Hyundai,H,12.676079399771027
320000.0,Meknès,2023.0,190000,Manuelle,Diesel,Hyundai,H,12.676079399771027
145000.0,Agadir,2023.0,90147,Manuelle,Diesel,Dacia,Sandero,11.884495917930655
155000.0,Agadir,2021.0,155000,Automatique,Diesel,Hyundai,Accent,11.951186847493476
149000.0,Agadir,2023.0,137084,Manuelle,Diesel,Dacia,Logan,11.91170829631447
169000.0,Casablanca,2013.0,220000,Automatique,Diesel,Mercedes-Benz,Classe ML,12.037659911047468
229000.0,Agadir,2024.0,74024,Automatique,Diesel,Dacia,Duster,12.34148164933907
112000.0,Marrakech,2013.0,196500,Manuelle,Diesel,Dacia,Dokker,11.626263078808801
210000.0,Agadir,2022.0,90280,Automatique,Diesel,Citroën,Berlingo,12.25486757159303
183000.0,Rabat,2021.0,50800,Manuelle,Diesel,Renault,Captur,12.117246896289503
450000.0,Rabat,2021.0,60000,Automatique,Hybride,Volvo,S60,13.017005083966255
190000.0,Casablanca,2018.0,115000,Automatique,Diesel,Ford,Fusion,12.154784614286667
320000.0,Casablanca,2016.0,90000,Automatique,Essence,Porsche,Macan,12.676079399771027
165000.0,Rabat,2025.0,60000,Manuelle,Diesel,Peugeot,208,12.013706813470414
80000.0,Meknès,2011.0,120000,Manuelle,Diesel,Nissan,Note,11.289794413577894
230000.0,Casablanca,2023.0,70516,Manuelle,Diesel,Ford,Kuga,12.345838935721968
190000.0,Casablanca,2015.0,174667,Automatique,Diesel,Audi,A3,12.154784614286667
340000.0,Mohammédia,2022.0,172793,Automatique,Diesel,Mercedes-Benz,Classe A,12.73670383776449
390000.0,Casablanca,2020.0,128826,Automatique,Diesel,Audi,A3,12.873904582205107
175000.0,Casablanca,2014.0,163000,Automatique,Diesel,Land Rover,Range Rover Evoque,12.07254696717504
540000.0,Casablanca,2020.0,110203,Automatique,Diesel,Mercedes-Benz,Classe GLC,13.199326270390594
71900.0,Tanger,2008.0,335000,Automatique,Diesel,Volkswagen,Touareg,11.183045451818261
380000.0,Casablanca,2025.0,46000,Automatique,Hybride,Seat,Autre,12.847929163278053
420000.0,Casablanca,2021.0,43265,Automatique,Hybride,Volvo,S60,12.948012371209098
86000.0,Agadir,2008.0,168000,Manuelle,Diesel,Nissan,X-Trail,11.362114203075018
290000.0,Casablanca,2022.0,87000,Automatique,Diesel,Alfa,Romeo Giulia,12.577639650232573
255000.0,Casablanca,2019.0,93608,Automatique,Diesel,Volkswagen,Tiguan,12.449022745701502
219000.0,Casablanca,2023.0,90827,Automatique,Hybride,Toyota,Corolla,12.296831574998258
245000.0,Casablanca,2024.0,82474,Automatique,Diesel,Renault,Megane,12.409017571151187
170000.0,Casablanca,2024.0,100550,Manuelle,Diesel,Renault,Express,12.04355959836804
175000.0,Marrakech,2021.0,48000,Manuelle,Diesel,Citroën,C3 Aircross,12.07254696717504
399000.0,Casablanca,2019.0,121000,Automatique,Diesel,Jeep,Wrangler,12.896719202134523
345000.0,Casablanca,2022.0,81619,Automatique,Diesel,Peugeot,3008,12.75130259456002
285000.0,Casablanca,2022.0,108857,Automatique,Diesel,Peugeot,3008,12.560247968016562
500000.0,Casablanca,2023.0,33123,Automatique,Hybride,Lexus,NX,13.122365377402328
231000.0,Casablanca,2019.0,98086,Automatique,Diesel,Peugeot,3008,12.35017731849889
160000.0,Casablanca,2016.0,181549,Automatique,Diesel,Ford,Fusion,11.982935344196433
320000.0,Casablanca,2024.0,145000,Automatique,Diesel,Audi,A4,12.676079399771027
190000.0,Casablanca,2022.0,140210,Manuelle,Diesel,Ford,Transit,12.154784614286667
225000.0,Casablanca,2020.0,132524,Automatique,Diesel,Peugeot,3008,12.323860125621126
150000.0,Casablanca,2022.0,67615,Manuelle,Essence,Toyota,Yaris,11.918397239722838
99000.0,Casablanca,2011.0,214000,Manuelle,Diesel,Alfa,Romeo Giulietta,11.502885230075814
118000.0,Agadir,2013.0,280,Manuelle,Diesel,Hyundai,i30,11.678448377988165
180000.0,Casablanca,2019.0,171625,Manuelle,Diesel,Volkswagen,Caddy,12.100717685412471
238000.0,Casablanca,2021.0,134800,Manuelle,Diesel,Ford,Transit,12.380030154325457
155000.0,Rabat,2016.0,135000,Manuelle,Diesel,Seat,Leon,11.951186847493476
210000.0,Casablanca,2022.0,95900,Automatique,Diesel,Renault,Kadjar,12.25486757159303
85000.0,Meknès,2010.0,300000,Automatique,Diesel,BMW,X3,11.350418300109132
81000.0,Casablanca,2017.0,106000,Manuelle,Essence,Kia,Picanto,11.302216779257382
15000.0,Tanger,2005.0,200000,Manuelle,Diesel,Nissan,X-Trail,9.61587214452889
116000.0,Nador,2021.0,81500,Manuelle,Diesel,Fiat,Fiorino,11.661354090741
205000.0,Rabat,2018.0,118000,Manuelle,Diesel,Hyundai,Tucson,12.230770136157428
